72.0
[0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[4.5, 0, 0, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[0.0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[0.0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[0.0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[4.5, 0, 0, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[9.0, 0, 355.5, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[13.5, 0, 355.5, 0, 8.7, 0, 180, 0, 8.7, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[18.0, 0, 351.0, 0, 8.7, 0, 180, 0, 8.7, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[22.5, 0, 346.5, 0, 8.7, 0, 180, 0, 8.7, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[27.0, 0, 342.0, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[27.0, 0, 337.5, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[27.0, 0, 333.0, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[31.5, 0, 328.5, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[36.0, 0, 324.0, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[36.0, 0, 324.0, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[40.5, 0, 319.5, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[45.0, 0, 315.0, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[49.5, 0, 310.5, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[54.0, 0, 306.0, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[58.5, 0, 301.5, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[58.5, 0, 297.0, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[63.0, 0, 292.5, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
[67.5, 0, 292.5, 0, 0.0, 0, 180, 0, 0.0, 0, 180, 0, 0, 0, 180, 0, 0, 0, 180, 0]
